Transcript	Length
EXOC4__chr7	4364
LPP-AS2__chr3	2884
MIR5196__chr19	116
SERPINA7__chrX	1601
HPR__chr16	1247
VAX1__chr10	5793
MIR4520A__chr17	71
FABP2__chr4	2253
GTF2H5__chr6	7489
OR5D14__chr11	946
SNORD114-31__chr14	75
FXR1__chr3	8927
HMGB2__chr4	1658
MIR4789__chr3	83
STS__chrX	6387
BOLA3-AS1__chr2	4192
IFNGR1__chr6	2127
ZEB2__chr2	11667
WDR78__chr1	3972
PRMT1__chr19	1580
BOD1L2__chr18	3348
CSRNP1__chr3	3193
KIAA1377__chr11	7054
UQCRFS1__chr19	1226
DIXDC1__chr11	6403
KRT24__chr17	1889
TRAF7__chr16	3688
C16orf92__chr16	899
FZD7__chr2	3852
PIGQ__chr16	2996
PIAS3__chr1	2916
MIR323A__chr14	87
C5orf44__chr5	4355
GRSF1__chr4	6884
ZNF880__chr19	2266
MLLT10P1__chr20	556
ZC3H6__chr2	11551
PAX7__chr1	6322
PSMD12__chr17	1808
FAAH2__chrX	2023
PSMG3__chr7	1414
LINC00473__chr6	2433
UGT1A8__chr2	2401
CRYBB1__chr22	927
FAM195A__chr16	915
NF1__chr17	13318
FAM86C1__chr11	2198
RBMY3AP__chrY	320
FBXO33__chr14	5153
TSPO2__chr6	1048
TNFRSF8__chr1	3751
ZNF622__chr5	1698
CSNK1G1__chr15	8175
GUSBP3__chr5	1475
TPRA1__chr3	1957
RIMS3__chr1	7237
MCL1__chr1	4088
ADAMTSL5__chr19	2869
ZCRB1__chr12	1852
C11orf73__chr11	1354
OR10G9__chr11	937
ALDH8A1__chr6	2565
ASPN__chr9	2532
MMP19__chr12	3263
MIR514A1__chrX	99
IL20__chr1	1239
ZNF470__chr19	7147
MUC13__chr3	2888
DPYSL4__chr10	2733
MIR523__chr19	88
TBC1D8__chr2	4167
TAS2R30__chr12	961
ATP5L2__chr22	800
MERTK__chr2	3645
PPP4R1L__chr20	2415
BMPR2__chr2	12083
DARS2__chr1	3365
DCAF15__chr19	2271
C16orf88__chr16	1955
TMED5__chr1	6191
MIR548W__chr17	76
LOC100505918__chr1	2445
LOC100132707__chr7	1777
TMPRSS4-AS1__chr11	386
ADAM28__chr8	3701
ZNF276__chr16	4924
COA5__chr2	1770
RAB4A__chr1	3043
AHCYL2__chr7	5797
MIR5687__chr5	78
CIDEC__chr3	1385
GOLGA7__chr8	2094
ARTN__chr1	1949
SMIM18__chr8	796
PRMT7__chr16	2484
CXorf22__chrX	3629
BDNF-AS__chr11	3059
RPL34__chr4	1020
DAGLB__chr7	2925
CYFIP2__chr5	7151
WDR44__chrX	4166
RXFP1__chr4	5212
TMEM70__chr8	2196
FAM209B__chr20	696
ZNF512B__chr20	5936
CDH3__chr16	4292
BRF2__chr8	2004
ZNF251__chr8	3012
ZNF140__chr12	3070
GM140__chr1	262
MIR1234__chr8	85
TMEM27__chrX	1584
ZNF226__chr19	3307
TPRG1__chr3	3663
ARAF__chrX	3145
MRPS5__chr2	1673
OTUD6A__chrX	1690
ZMYND10__chr3	1785
FAM3A__chrX	3086
KCNK17__chr6	1723
EDDM3B__chr14	898
MIR1204__chr8	68
DOCK4__chr7	8388
SFMBT2__chr10	8086
MMS19__chr10	3717
ADH7__chr4	2407
ORAI1__chr12	1504
DCBLD2__chr3	6109
RUNX3__chr1	4773
IMPDH2__chr3	1705
SEBOX__chr17	668
MEPCE__chr7	3286
TMEM229B__chr14	4071
N4BP1__chr16	7113
INHA__chr2	1433
ZNF671__chr19	2438
REEP1__chr2	3921
GGT6__chr17	2634
CYC1__chr8	1217
KAT6B__chr10	8517
TNFRSF25__chr1	1923
IGF2BP2__chr3	3687
PLCZ1__chr12	2174
FKBP5__chr6	10641
MIR3977__chr5	71
SNORA14B__chr1	136
CLDN7__chr17	2049
DTWD1__chr15	2756
BARX2__chr11	1771
SLC17A1__chr6	1856
TMEM97__chr17	2571
TBPL1__chr6	1897
GYS1__chr19	3634
LNX1-AS1__chr4	557
PRAMEF12__chr1	1788
USP10__chr16	3514
C4orf46__chr4	3527
SNORD114-29__chr14	70
APBB3__chr5	2170
SAT1__chrX	1181
FMR1__chrX	4428
C6orf201__chr6	1657
TRIP10__chr19	2025
LINC00221__chr14	1746
TMEM81__chr1	1333
DGKE__chr17	7780
OR6W1P__chr7	1503
LOC728752__chr19	1415
MIR671__chr7	119
NRD1__chr1	4116
TTC1__chr5	1415
B3GALTL__chr13	4228
IL6R__chr1	6576
MMP10__chr11	1769
SLITRK5__chr13	4448
SLC24A3__chr20	3906
RBMY2EP__chrY	539
MRPL11__chr11	1692
SPAG9__chr17	8826
DFFA__chr1	3398
UHMK1__chr1	8667
HLX__chr1	2282
LOC100132781__chr9	2140
NSUN5__chr7	2455
GAS1__chr9	2829
GTSF1L__chr20	843
MIR20B__chrX	70
CTH__chr1	2152
SRA1__chr5	2108
CSF2RA__chrY	2314
SPATA31D4__chr9	4927
PTGDS__chr9	819
CAPN14__chr2	3844
LOC441204__chr7	1636
FOXP2__chr7	7101
LOC100129722__chr9	1705
PEX13__chr2	4519
UBR3__chr2	7992
MIR4439__chr2	81
ZNF658__chr9	4030
PDE1B__chr12	3612
S100A6__chr1	686
MIR521-1__chr19	88
SNAR-C5__chr19	363
FBXW4P1__chr22	2234
INPP5F__chr10	5408
LIPE__chr19	3816
TSPAN7__chrX	1814
VARS2__chr6	3767
NAALADL2__chr3	4926
METTL7A__chr12	3392
DNM3OS__chr1	6253
MIR5190__chr18	81
QRFPR__chr4	2353
TROAP__chr12	2868
SLC25A43__chrX	2549
FAM179B__chr14	6261
NAGK__chr2	1811
RPL30__chr8	559
GLRA4__chrX	2167
FBLL1__chr5	1059
TEKT4__chr2	1461
TAS2R19__chr12	901
C10orf32__chr10	2440
BPESC1__chr3	3517
HNRNPA3P1__chr10	3007
RAD9A__chr11	2324
PRCD__chr17	2248
DPCD__chr10	805
RTN4RL2__chr11	1266
ECHDC1__chr6	2398
MIR4298__chr11	74
PANX2__chr22	3107
PPP1R3B__chr8	5862
ZNF177__chr19	2751
RNF139__chr8	3314
CCDC59__chr12	1749
LOC100288432__chr21	471
TNFSF13B__chr13	2677
LPCAT1__chr5	3960
NUP35__chr2	1642
B4GALNT4__chr11	3474
GJA1__chr6	3132
LINC-ROR__chr18	2593
PLEKHS1__chr10	4394
ASPG__chr14	1988
HSPB9__chr17	617
TOMM5__chr9	907
LOC339535__chr1	1533
DUSP23__chr1	688
BHLHE41__chr12	3785
INTS3__chr1	4512
FOXF1__chr16	2564
OLFML2B__chr1	3168
NFATC4__chr14	6036
TMEM35__chrX	2072
GHRH__chr20	464
LETMD1__chr12	2182
AMD1__chr6	3430
SAP30__chr4	1113
COG7__chr16	2954
MIR4476__chr9	71
RAMP3__chr7	1350
LINC00589__chr8	1402
TMIGD1__chr17	1208
RASD1__chr17	1748
CXXC4__chr4	5581
ZNF821__chr16	2276
TRMT13__chr1	3154
CYP4B1__chr1	2170
LINC00841__chr10	989
EFCAB7__chr1	2375
CENPM__chr22	1018
NAT1__chr8	3116
EMP1__chr12	2809
SMPD3__chr16	5278
PAFAH2__chr1	3592
PQBP1__chrX	1302
MIR5194__chr8	121
ZNF33B__chr10	5963
MPHOSPH10__chr2	2496
ENKD1__chr16	1545
USP6__chr17	8001
SMIM16__chr1	1422
DKK4__chr8	822
LOC401320__chr7	3878
TMSB4X__chrX	632
DEPDC1B__chr5	2515
DHRSX__chrX	2576
NEFH__chr22	3723
MRVI1-AS1__chr11	905
C2orf76__chr2	957
DDX26B__chrX	3865
LINC00294__chr11	3306
UBOX5__chr20	4350
CSGALNACT1__chr8	4901
NIPA1__chr15	6595
ZBED2__chr3	2205
SEC16B__chr1	4050
MIR155__chr21	66
DGKQ__chr4	4666
USP17L3__chr8	1594
TSFM__chr12	2412
OGFOD1__chr16	3033
UFL1__chr6	4224
CHST12__chr7	2135
ZNF540__chr19	3537
RAI14__chr5	5879
TP73__chr1	5538
HYAL4__chr7	2411
UPB1__chr22	2077
SNORD105__chr19	86
DCAF12L2__chrX	2600
ATP4B__chr13	1504
MBNL1__chr3	6535
GAPDHS__chr19	1503
SLIT2-IT1__chr4	605
STK32B__chr4	3236
OR6C4__chr12	931
PEX12__chr17	2686
ARSE__chrX	2231
NDUFA8__chr9	847
SNN__chr16	3295
RSPO4__chr20	2714
LOC100505768__chr1	890
METTL3__chr14	1966
GPR137__chr11	2677
NDUFAF4P1__chr15	2329
LOC100271722__chr22	1614
MIR3614__chr17	87
TSPAN33__chr7	2788
SEC1P__chr19	2654
MREG__chr2	3218
EFNA4__chr1	1261
GCM2__chr6	2370
FLJ34208__chr3	1125
KCTD14__chr11	1673
MIR454__chr17	116
SLC3A1__chr2	2330
SH3GL3__chr15	1702
MINA__chr3	5352
AP5B1__chr11	6597
LOC729683__chr17	2349
RTP4__chr3	1013
NAPEPLD__chr7	5368
TRMT1__chr19	2379
PNMA6C__chrX	2258
OR5B17__chr11	946
CRABP2__chr1	1169
MAP1A__chr15	10281
SLC39A9__chr14	5798
H3F3C__chr12	1058
MMP9__chr20	2349
CLK3__chr15	2765
LOC100131825__chr1	3298
HGF__chr7	4303
ERCC-00041	1122
PTCHD1__chrX	5294
CEP120__chr5	4732
PIGW__chr17	2257
CCNB3__chrX	4523
ULBP2__chr6	1351
APBA1__chr9	6597
MIR192__chr11	111
NR5A2__chr1	5052
LY75-CD302__chr2	8958
ZNF436__chr1	4818
TMOD1__chr9	3437
FAHD2B__chr2	1273
NEK8__chr17	2873
XAGE2B__chrX	680
TRHR__chr8	1416
PROSER1__chr13	5182
ZNF680__chr7	4917
HIST2H2BA__chr1	517
C9orf78__chr9	1827
CDCA4__chr14	2455
C12orf68__chr12	2345
FLJ31813__chr10	2184
PNCK__chrX	1952
RPS27A__chr2	1379
GCOM1__chr15	4676
ARL15__chr5	2491
NMU__chr4	826
LOC407835__chr7	1727
CNTF__chr11	1895
TANC2__chr17	11772
HINT2__chr9	657
MGC16275__chr17	2487
GOLGA8DP__chr15	5357
MIR3662__chr6	96
HCG9__chr6	653
ZNF600__chr19	2550
SGSM1__chr22	6202
FLJ42102__chr11	2165
CEBPA-AS1__chr19	2202
FAM135A__chr6	6420
MIR548O2__chr8	65
CYP4Z2P__chr1	1486
ARHGAP21__chr10	7193
ZNF19__chr16	2749
APPBP2__chr17	6481
LOC100132273__chr22	1663
CERS1__chr19	3587
LINC00526__chr18	1307
TBXA2R__chr19	2604
MTRNR2L10__chrX	1122
UBE2NL__chrX	1186
MIR330__chr19	95
ADAMTS14__chr10	5289
LINC00640__chr14	679
MIR4712__chr15	83
IL12RB2__chr1	4239
IL1A__chr2	2935
TARDBP__chr1	4223
CREB3__chr9	1860
TMEM185B__chr2	5939
TEAD4__chr12	2174
CMTM3__chr16	2600
GART__chr21	4450
C15orf52__chr15	5338
CCDC42__chr17	1387
MIR4258__chr1	92
MIR548AX__chr4	47
TAF4B__chr18	4767
MIR103B1__chr5	63
CHIAP2__chr1	2811
CYP2B7P1__chr19	2919
SULT1A4__chr16	2814
ORMDL1__chr2	2187
TAB1__chr22	3874
MSI1__chr12	2990
LOC283194__chr11	2609
GTF2IP1__chr7	7292
INCA1__chr17	1562
NRGN__chr11	1222
WNT3A__chr1	2976
F13A1__chr6	3878
HIST1H4C__chr6	391
MUTYH__chr1	2147
INTS8__chr8	3592
LOC441242__chr7	1969
TBRG4__chr7	2287
EVI2B__chr17	1997
ZZZ3__chr1	4338
H2BFWT__chrX	894
MIR580__chr5	98
MRPL1__chr4	1368
ZNF362__chr1	3115
SBDSP1__chr7	1801
OSBPL3__chr7	6730
STRIP1__chr1	3481
LINC00202-2__chr10	6109
CEACAM19__chr19	2256
CCHCR1__chr6	3049
CDK13__chr7	6989
LOC100506834__chr9	4395
ATP5G1__chr17	651
EPHX2__chr8	2294
DSCR8__chr21	835
FLJ25363__chr3	1498
OR1E2__chr17	973
FBXO36__chr2	2819
MESP2__chr15	1613
RIMBP2__chr12	6341
LYPLAL1__chr1	1897
ZFP92__chrX	1255
GNAT1__chr3	3608
SERINC3__chr20	2736
MIR423__chr17	95
CALY__chr10	989
FAM205A__chr9	4302
MIR3194__chr20	74
SLC19A1__chr21	2970
MIR516B2__chr19	86
VAPB__chr20	7944
HAS1__chr19	2092
SNORA35__chrX	129
HAUS8__chr19	1467
PIWIL4__chr11	3219
RNMT__chr18	6215
GLT8D2__chr12	1888
MFAP2__chr1	1184
FAM53B__chr10	5745
OR13J1__chr9	940
CCDC160__chrX	1301
MUC4__chr3	16829
NANP__chr20	3801
MIR3622A__chr8	84
LCE3E__chr1	613
CSN1S2BP__chr4	440
CHST4__chr16	2309
DDX11L2__chr2	2308
WASH3P__chr15	2565
AP3S2__chr15	6060
MIR320B1__chr1	80
TRIM7__chr5	4723
DHRS12__chr13	2789
SAP30BP__chr17	2530
FAM167B__chr1	958
LOC100499484__chr9	3234
PMS1__chr2	3534
KRTAP27-1__chr21	683
H2AFY__chr5	2165
EIF2B5__chr3	2914
OR6C76__chr12	940
C7orf43__chr7	2525
EHHADH-AS1__chr3	1423
KAT5__chr11	2345
UQCRBP1__chrX	798
FLJ46300__chr10	3389
C16orf78__chr16	976
OAZ1__chr19	1151
LINC00635__chr3	1771
KIAA0922__chr4	5054
TFDP1__chr13	2707
MIR487A__chr14	81
HS3ST4__chr16	3205
MAPK1IP1L__chr14	6473
TCEAL2__chrX	1104
RNU6-72__chr1	48
MIR139__chr11	69
AKR1B10__chr7	1606
LOC100130452__chr2	510
FMN1__chr15	12372
SRD5A3__chr4	4086
IARS__chr9	4745
KAL1__chrX	6328
ZIC3__chrX	3942
GTF2H2__chr5	1967
BNIP3__chr10	1540
TMEM211__chr22	510
SLC14A1__chr18	4448
ATF4__chr22	2024
MDM2__chr12	7483
PA2G4__chr12	2639
NT5C3__chr7	2152
FAM138E__chr15	1133
LIN7C__chr11	4857
FOXR1__chr11	1159
LEP__chr7	3430
MT1L__chr16	429
ELFN1__chr7	3744
TRPT1__chr11	1071
SNORA5B__chr7	133
PCLO__chr7	22328
BZW2__chr7	1885
MAP2K1__chr15	2597
SREBF1__chr17	5021
RANBP6__chr9	4623
COX10-AS1__chr17	1947
NDUFS7__chr19	794
GLRA3__chr4	3647
BRWD1-AS1__chr21	694
CHCHD10__chr22	686
KCNJ5__chr11	2902
PCBP2__chr12	3186
CDK14__chr7	4967
ITIH4__chr3	3307
LOC340515__chr9	2026
GPR75__chr2	2161
RNF20__chr9	3960
SMCP__chr1	772
C4A__chr6	10934
ILDR1__chr3	2896
KLF15__chr3	2528
LINC00092__chr9	1723
FLJ45974__chr7	3490
LYRM2__chr6	5602
WHSC2__chr4	2479
CMSS1__chr3	1310
LOC100506013__chr4	2606
NFE2L3__chr7	3714
SCN2B__chr11	4926
NXPE3__chr3	9062
OPN5__chr6	3786
KRTAP10-5__chr21	919
LOC144486__chr12	2567
MIR4659B__chr8	74
NEDD8__chr14	629
NMT2__chr10	5016
GAGE10__chrX	554
PLA2G2D__chr1	1974
ELOVL3__chr10	1315
IGDCC4__chr15	6505
CEACAM3__chr19	1158
ARHGAP31__chr3	8091
RBFOX2__chr22	7344
LINC00615__chr12	1411
P4HB__chr17	2589
MIR4472-2__chr12	68
WDR76__chr15	4040
MUS81__chr11	2416
TGIF1__chr18	3023
SPOCD1__chr1	3904
FAM138A__chr19	1133
TBL1XR1__chr3	6566
CABIN1__chr22	7619
TBC1D12__chr10	5762
SNORD115-25__chr15	83
C17orf50__chr17	1034
HEXA-AS1__chr15	2677
LAG3__chr12	2000
HDX__chrX	6346
SNORA46__chr16	136
HMBOX1__chr8	3530
MIR4297__chr10	77
VWC2L-IT1__chr2	484
SNORD115-16__chr15	83
CCDC169__chr13	1548
TLR3__chr4	3046
PSMD13__chr11	1854
PQLC1__chr18	2550
C16orf11__chr16	2220
PDE10A__chr6	8346
FAM22D__chr10	5550
MIR4472-1__chr8	81
VPS37B__chr12	2753
PURB__chr7	9070
ZCCHC8__chr12	4192
ATOX1__chr5	493
CTSL1P2__chr10	1109
SNX15__chr11	1947
LINC00704__chr10	1398
LOC100289509__chr10	973
PSORS1C1__chr6	914
KISS1__chr1	717
SEL1L3__chr4	4573
LOC643486__chrX	818
NEK11__chr3	3343
B3GNT1__chr11	2072
LRRC47__chr1	2655
TSPAN32__chr11	1386
MRFAP1L1__chr4	1593
NOD1__chr7	4510
SFXN1__chr5	3002
RSF1__chr11	5150
C8orf42__chr8	3427
MFSD9__chr2	2712
NUAK1__chr12	6828
PDZD9__chr16	1336
FCN3__chr1	1040
OR10K1__chr1	943
GLIPR1L1__chr12	966
MIR940__chr16	95
C1QTNF9B-AS1__chr13	910
FAM166A__chr9	1131
SPINT2__chr19	1809
CMTM8__chr3	1174
VEGFB__chr11	1812
ADIPOR2__chr12	3973
MRFAP1__chr4	2184
RMI2__chr16	1434
HOMEZ__chr14	3743
MRPS12__chr19	1325
NWD1__chr19	7664
ZNF8__chr19	2214
RPS18__chr6	548
CLCN2__chr3	3314
MIR301A__chr17	87
CDH6__chr5	8583
NLRP3__chr1	4505
TM9SF1__chr14	2785
TUBB4B__chr9	1595
RAB20__chr13	1511
PDCD2L__chr19	1164
MGAT4B__chr5	3384
UBTFL1__chr11	1183
ASTN1__chr1	7363
EBLN1__chr10	1171
TAF7L__chrX	2483
FLI1__chr11	4385
HIVEP1__chr6	8883
MAGEA10__chrX	2748
TTTY7B__chrY	2234
SNORD38B__chr1	70
GOLGA8S__chr15	5472
EXD1__chr15	2944
NUP133__chr1	4196
TIMELESS__chr12	5167
GP6__chr19	2274
NRM__chr6	1932
LMX1A__chr1	3727
PLAUR__chr19	2015
RPL13AP5__chr19	666
FKBP9L__chr7	3100
SYMPK__chr19	4215
BCRP2__chr22	2340
SWAP70__chr11	4859
BTN2A3P__chr6	2490
AADACL2__chr3	1505
MORC3__chr21	4263
JAM3__chr11	3677
PTK2B__chr8	4841
PATE4__chr11	1989
PMM1__chr22	1291
FLG__chr1	12750
KRTAP6-2__chr21	190
PAN2__chr12	5591
FLOT1__chr6	1843
MARCH3__chr5	4141
YAF2__chr12	9152
SMAD5-AS1__chr5	1811
PCGF3__chr4	5676
CDKN2B-AS1__chr9	4229
PARP1__chr1	4008
KHSRP__chr19	3270
C12orf69__chr12	2106
LINC00086__chrX	3458
CHMP4A__chr14	1362
HSF4__chr16	2633
TLX3__chr5	1496
PROKR1__chr2	1184
PROSER2-AS1__chr10	3162
NXF2B__chrX	4848
SNRK-AS1__chr3	3478
OR10G8__chr11	937
ABCB6__chr2	3037
RET__chr10	6417
PLA1A__chr3	1791
RPL19__chr17	738
FAM45A__chr10	2191
TRH__chr3	2013
PCDHB4__chr5	3622
MRPL22__chr5	3180
COL5A2__chr2	6984
ZNF777__chr7	3078
TMEM39B__chr1	1827
LOC100507217__chr15	2042
LOC154449__chr6	1333
TNS1__chr2	10309
TYR__chr11	2070
FANCE__chr6	2565
EBNA1BP2__chr1	1651
CLUHP3__chr16	1785
TYROBP__chr19	596
CYSLTR1__chrX	1517
USP50__chr15	1399
TEX261__chr2	3373
OR13H1__chrX	928
LINC00652__chr20	1803
LINC00649__chr21	2570
SDHAP2__chr3	2318
NGEF__chr2	3459
LEMD1__chr1	967
RNASET2__chr6	1259
DUSP19__chr2	5369
TVP23C-CDRT4__chr17	2916
RPL23AP32__chr2	621
RNU6-81__chr2	51
C5orf24__chr5	5144
TAL1__chr1	5006
SLC11A1__chr2	3867
PKD2L1__chr10	3089
SNORD115-48__chr15	77
ZNF28__chr19	4717
ALK__chr2	6294
CD58__chr1	1725
GLYATL2__chr11	1384
CYP21A1P__chr6	2437
LOC100505978__chr12	867
TBX21__chr17	2578
PPP2R2A__chr8	4018
BPNT1__chr1	2470
GALNT9__chr12	2933
ZNF595__chr4	2864
RFC3__chr13	2875
LGALS4__chr19	1289
NTPCR__chr1	907
ATG10__chr5	2435
MIR1253__chr17	106
ANGPTL6__chr19	1863
CELP__chr9	990
CCDC137__chr17	2114
EPB41L4A__chr5	4730
SPTBN4__chr19	9176
BTBD16__chr10	1864
TET3__chr2	10991
LOC100652772__chr5	3307
ADAR__chr1	7109
PTPN11__chr12	6593
WNT9A__chr1	1244
FKBP1A__chr20	2002
KRT38__chr17	2844
MAN2A2__chr15	6291
ZMYND15__chr17	2462
MIR4510__chr15	69
LOC284080__chr17	2536
NCKAP1L__chr12	3977
SETX__chr9	11042
MIPOL1__chr14	6402
ABI3__chr17	2117
ADD1__chr4	4097
MIR548AO__chr5	42
ZFP64__chr20	4994
TTC4__chr1	2403
LOC284581__chr1	2597
CEP128__chr14	4481
VAMP1__chr12	3142
SF3A2__chr19	1659
CYP2C8__chr10	2034
MIR320C1__chr18	89
MARCH5__chr10	3932
MPZL2__chr11	3192
RALBP1__chr18	4364
KRTAP5-8__chr11	1184
TLCD1__chr17	1202
PTCSC3__chr14	1156
CTSB__chr8	4001
ZNF264__chr19	12167
ZNF684__chr1	2102
TOR3A__chr1	2128
SFPQ__chr1	3083
BCAR1__chr16	5406
TLX1__chr10	2133
OR6C2__chr12	940
PAX6__chr11	7366
TRHDE-AS1__chr12	6033
GOLGA3__chr12	9611
NPB__chr17	619
OLFM1__chr9	3207
SCML4__chr6	4544
KLHL30__chr2	3693
LINC00617__chr14	3199
COQ2__chr4	1648
LOC100507032__chr3	3500
ERCC-00162	523
ASUN__chr12	2993
CDC37__chr19	1679
DISC2__chr1	3893
MIR3912__chr5	106
DERA__chr12	1733
C11orf65__chr11	1042
LINC00462__chr13	1026
C5AR1__chr19	2343
LOC283922__chr16	2332
ZFR__chr5	4735
PRAMEF7__chr1	2856
EIF4A2__chr3	1901
DCAKD__chr17	2187
LOC643387__chr2	2660
ARL2BP__chr16	2106
EGFL8__chr6	1325
NRAS__chr1	4461
LINC00593__chr15	1335
EEPD1__chr7	4695
SOST__chr17	2302
ASMT__chrY	1429
POP7__chr7	934
LRRC10B__chr11	2220
SENP2__chr3	3211
OR10G3__chr14	943
KIF9-AS1__chr3	2547
MYL4__chr17	957
CNNM2__chr10	4481
STAU1__chr20	3840
FAM98A__chr2	2753
LOC100506314__chr12	1746
PRSS56__chr2	2170
ADAMTS9__chr3	7352
PDE4A__chr19	5890
LINC00637__chr14	2059
CCT2__chr12	2299
HMGXB3__chr5	5426
SWSAP1__chr19	1664
AKR1A1__chr1	1590
LOC643802__chr16	1346
RAB11A__chr15	4934
OR56A4__chr11	1099
COA6__chr1	860
MIR1282__chr15	102
GORASP1__chr3	3066
CLPTM1L__chr5	2164
DIRAS2__chr9	4109
ATP2C2__chr16	3412
LOC100505865__chr16	914
TMA16__chr4	1925
UBN2__chr7	14462
TEAD1__chr11	9429
HAUS3__chr4	5605
LOC731424__chr4	3392
SIX3__chr2	2525
A2M__chr12	4689
BVES__chr6	5797
HOXA10__chr7	3190
HSF1__chr8	2165
SLC12A9__chr7	3582
LOC100507346__chr9	1961
CSRP2__chr12	907
OR56B4__chr11	961
IYD__chr6	7581
EPHA2__chr1	3981
PSMB11__chr14	1895
SSX2B__chrX	2624
CCR6__chr6	3691
BCR__chr22	6950
GABRB1__chr4	2220
SLC1A7__chr1	2688
TLR6__chr4	5889
UGT2B28__chr4	1839
SNHG4__chr5	1551
DQX1__chr2	2646
SHROOM1__chr5	4122
RAB11FIP1__chr8	7862
MIR1244-2__chr12	166
PLCB2__chr15	4709
MIR548F5__chr13	78
MIR4731__chr17	71
OR4B1__chr11	931
PLEKHG7__chr12	3279
ERI2__chr16	4219
CHP2__chr16	2373
KCNJ14__chr19	3473
CHRNA6__chr8	2389
C10orf137__chr10	4706
LOC254896__chr8	1245
LY6G6D__chr6	405
C3orf37__chr3	1866
ALS2CR12__chr2	2028
LINC00489__chr20	546
PKD2__chr4	5094
NDUFA12__chr12	587
PLAC4__chr21	10010
CDH16__chr16	2972
TESK2__chr1	3087
OR4F4__chr15	919
PDE8A__chr15	4117
USP17L20__chr4	4782
SYT17__chr16	1920
LINC00327__chr13	2090
SVIP__chr11	1393
IDH1-AS1__chr2	493
IGFBP6__chr12	970
BCMO1__chr16	2438
MIR450B__chrX	79
ZNF205-AS1__chr16	1222
C11orf57__chr11	3747
OR7C1__chr19	964
CPSF1__chr8	4532
COL12A1__chr6	11645
MARS2__chr2	3088
KIF4A__chrX	4532
TAS2R42__chr12	946
LOC100996455__chr11	2358
MYT1L__chr2	7161
MIR137__chr1	103
RAD21__chr8	3764
DND1__chr5	1607
LDB2__chr4	2691
GSTCD__chr4	4368
ADAMTS7__chr15	5514
TMEM135__chr11	9095
UBE2DNL__chrX	741
CALCRL__chr2	6170
PCNXL3__chr11	6601
MIR340__chr5	96
TMEM194A__chr12	5626
MIR450A2__chrX	101
C11orf82__chr11	3569
RPL13AP17__chr7	1796
SLC36A3__chr5	2994
FLVCR1-AS1__chr1	944
C1orf227__chr1	507
IL1RAPL2__chrX	2996
POM121L12__chr7	1271
BAG6__chr6	3989
FBXO9__chr6	4996
PLEKHA3__chr2	2477
MIR520E__chr19	88
GABBR1__chr6	5142
RILP__chr17	1799
MORC4__chrX	3851
PRDM5__chr4	2496
ADCY7__chr16	6163
TAAR2__chr6	1058
ATXN3__chr14	7093
LOC441454__chr9	1382
METTL13__chr1	3415
PCDH17__chr13	8013
TMEM116__chr12	1614
SLC36A2__chr5	3431
BTG1__chr12	4682
MIR3136__chr3	79
SNORD115-10__chr15	411
MAP2K2__chr19	1744
PRDX2__chr19	1317
CD59__chr11	8087
ASAP2__chr2	5745
LRIG1__chr3	4781
MAGEB5__chrX	1218
BHLHB9__chrX	4286
GALM__chr2	2490
CLCA1__chr1	3134
FAM117B__chr2	5781
HDHD3__chr9	1723
KALRN__chr3	14787
ISY1-RAB43__chr3	5081
NOP10__chr15	537
PRR19__chr19	1533
PBX4__chr19	1738
CYP2S1__chr19	2630
CDHR5__chr11	3504
HIST1H2BG__chr6	446
NACAD__chr7	4769
FIG4__chr6	3128
ZFAT__chr8	4917
MIR337__chr14	94
MIR1277__chrX	79
GOLGA6D__chr15	3467
CHMP6__chr17	1672
LOC100505782__chr17	2163
BCL2L15__chr1	4977
FHDC1__chr4	6491
COMMD8__chr4	1416
MAFF__chr22	2534
GOLGA8G__chr15	10600
LIPC__chr15	1613
FRMD7__chrX	3214
RETSAT__chr2	3322
GSTM2__chr1	2028
PCDHA11__chr5	6161
AP3B1__chr5	4076
MIR184__chr15	85
POM121__chr7	9196
LOC283335__chr12	2867
MYH1__chr17	6060
RNF216__chr7	5867
LOC400655__chr18	2660
OR5F1__chr11	946
IFNA14__chr9	779
DCTD__chr4	2048
TMEM2__chr9	6547
STAMBP__chr2	6801
LINC00278__chrY	534
FAM156B__chrX	3404
SPATA13__chr13	8470
COQ7__chr16	2760
AGPAT4__chr6	7888
PAPLN__chr14	5859
SDR39U1__chr14	1237
MIR2681__chr13	106
SCAMP2__chr15	1300
LRRC26__chr9	1197
ZNF672__chr1	2940
CHRNB3__chr8	1959
NPHP1__chr2	2770
PRRC2B__chr9	11090
TBC1D3P1-DHX40P1__chr17	1141
TP53INP1__chr8	5657
ZNF256__chr19	2213
LOC646626__chr1	890
DENND3__chr8	5466
FZD2__chr17	3820
MMP17__chr12	2418
RD3L__chr14	1204
LILRA2__chr19	1763
C12orf39__chr12	589
DNAH11__chr7	14271
PPP2CA__chr5	2650
CRYGS__chr3	845
EDA__chrX	5582
CACNA1G__chr17	8305
SMARCAD1__chr4	5931
SLC26A4__chr7	4949
CENPN__chr16	5320
ANKHD1-EIF4EBP3__chr5	8385
ELMOD2__chr4	4418
MORN1__chr1	1655
RBM28__chr7	2828
GNLY__chr2	994
KRTAP19-1__chr21	274
MIR551B__chr3	97
NEDD9__chr6	5791
CELF6__chr15	3589
CAHM__chr6	887
ZNF670__chr1	4202
