Transcript	Length
Nup50__chr15	4757
Kcnn2__chr18	2054
2410114N07Rik__chr4	954
Phip__chr9	10769
6430411K18Rik__chr12	1316
Ankrd29__chr18	3266
Tmem239__chr2	1141
Slc26a7__chr4	2390
Ccndbp1__chr2	1583
A930001A20Rik__chr3	1586
Pax5__chr4	1218
Samd14__chr11	3328
Gas2l2__chr11	2949
Dpagt1__chr9	1914
Gm5108__chr5	547
Tpsab1__chr17	1196
Rexo2__chr9	1082
Amd2__chr10	3205
Rslcan18__chr13	2988
Leap2__chr11	500
Star__chr8	4014
Fjx1__chr2	2428
Pappa__chr4	11049
Olfr493__chr7	946
Ppef2__chr5	2290
Olfml3__chr3	1739
Cspp1__chr1	4384
Ppp1r27__chr11	778
Srm__chr4	1335
Ephx1__chr1	1674
Cacng2__chr15	2891
Kcnj6__chr16	6966
Olfr585__chr7	958
Shisa9__chr16	4849
Pira6__chr7	1958
9330133O14Rik__chr8	2822
Mir1951__chr2	90
Trim50__chr5	1458
Alad__chr4	4613
Gm20740__chr15	638
Spata6__chr4	2451
Clspn__chr4	5008
Vps4a__chr8	2086
Serpine2__chr1	2064
Metap1d__chr2	1269
Mir344g__chr7	72
Bptf__chr11	11516
4933438K21Rik__chr4	1696
Zfp493__chr13	3276
Gm101__chr1	2534
Rhox3g-ps__chrX	594
Urod__chr4	1209
Tnfrsf19__chr14	4788
Gm10845__chr14	3392
Olfr804__chr10	946
Rsf1__chr7	11145
Tmem225__chr9	995
Dach1__chr14	5237
Wdr37__chr13	8005
En1__chr1	2556
Arl15__chr13	3366
D330023K18Rik__chr2	514
Gm4349__chr3	1122
Tle3__chr9	5222
Zdhhc7__chr8	2862
Ppargc1a__chr5	6508
Etv6__chr6	5538
Eogt__chr6	3223
4933415F23Rik__chr1	1781
Gm12505__chr4	761
Gm20735__chr8	630
Kcnj10__chr1	5409
Pvrl2__chr7	3454
Spaca3__chr11	819
Clcn4-2__chr7	4591
Rnf139__chr15	4350
Hist1h4h__chr13	479
Wnt10a__chr1	1965
Mcat__chr15	1897
Rpgr__chrX	6771
Olfr1118__chr2	997
Zfp764__chr7	2511
Usp14__chr18	4201
Trmu__chr15	1531
Slc7a6__chr8	3740
Optn__chr2	2428
Gata5__chr2	3308
Nphp1__chr2	2280
Zfp804b__chr5	4036
Tcaim__chr9	3050
Klra9__chr6	1202
Sstr4__chr2	1389
4921524L21Rik__chr18	1490
Zfp750__chr11	3246
1700110K17Rik__chr9	711
Fam134a__chr1	2566
Scx__chr15	1138
Olfr834__chr9	940
Vmn2r11__chr5	2592
Ccdc83__chr7	2154
Birc5__chr11	3419
Wdr18__chr10	2964
Cyp2b10__chr7	1881
Nit2__chr16	1296
Mup6__chr4	546
Gm19276__chr15	873
Krt16__chr11	1573
Gm2011__chr3	800
Olfr920__chr9	1962
Ttc39b__chr4	8784
Irf8__chr8	2836
Raet1c__chr10	1241
Gm4846__chr1	1752
Neurl4__chr11	5232
4930414N06Rik__chr19	613
Sval1__chr6	621
Mbp__chr18	6728
Gm13375__chr2	1387
Cd97__chr8	3273
Ophn1__chrX	3957
Slc45a2__chr15	2990
Rpap3__chr15	2277
E130201H02Rik__chr7	852
Gulp1__chr1	2987
Gm14305__chr2	1626
Gm16845__chr9	1522
Pramel6__chr2	1543
Lif__chr11	4045
Actr1b__chr1	2088
Ddx42__chr11	4030
Fbn1__chr2	9966
Itpr1__chr6	9939
Olfr902__chr9	1057
Mbl2__chr19	1075
Chchd6__chr6	1134
Zdbf2__chr1	12661
Rn45s__chr17	5834
Mapk4__chr18	4620
Tmed10__chr12	3531
Arhgap40__chr2	2043
Oas1c__chr5	2293
Hoxa11__chr6	2290
Rcc1__chr4	2338
Wdr45__chrX	1579
Camkk2__chr5	4906
Brox__chr1	3470
4931440J10Rik__chr14	898
Krt4__chr15	2142
Olfr670__chr7	940
Shisa6__chr11	7492
Cd3e__chr9	1444
Gba__chr3	1962
Nol3__chr8	2873
Insm2__chr12	3102
Zcchc6__chr13	5579
Sec31a__chr5	4256
Ppfia2__chr10	6469
4921539E11Rik__chr4	2457
Mup16__chr4	888
D3Ertd751e__chr3	3581
Adam8__chr7	3058
Ptafr__chr4	1822
D630037F22Rik__chr10	7272
Gm20747__chrY	4495
Dctn4__chr18	3727
Zc3h13__chr14	6170
1700001K19Rik__chr12	960
Mmp23__chr4	1442
Cetn1__chr18	1052
Timm17a__chr1	923
1700105P06Rik__chr19	556
Mir3470a__chr11	40
Zfp605__chr5	3163
D6Ertd474e__chr6	2765
Cdk11b__chr4	2609
4930506C21Rik__chr17	980
Coprs__chr8	806
Slc25a5__chrX	1242
Otud1__chr2	2530
Mycbpap__chr11	2947
Retsat__chr6	1948
Nek4__chr14	2729
B3galt1__chr2	5224
2610316D01Rik__chr3	931
Speg__chr1	11971
C630031E19Rik__chr12	3061
1700001L05Rik__chr15	6007
Taldo1__chr7	1284
Gm17455__chr10	859
Sirt1__chr10	3919
D7Ertd143e__chr7	2233
Pop4__chr7	1221
Gpr55__chr1	2552
Gm4787__chr12	2497
Slc1a3__chr15	4216
Eif2s1__chr12	3160
Slc39a2__chr14	2338
Fancb__chrX	2965
A830052D11Rik__chr18	1133
Zfp658__chr7	3386
Gm6484__chr9	869
D330022K07Rik__chr8	2480
Ammecr1l__chr18	5362
Tirap__chr9	4876
Sik2__chr9	3568
Hist1h4a__chr13	313
Mmp7__chr9	884
Tsga14__chr6	3391
Tnnt1__chr7	948
Traf4__chr11	3023
Defa25__chr8	281
Actr2__chr11	3678
Mgat2__chr12	2617
Igfbp3__chr11	2447
Gcdh__chr8	2188
C230037L18Rik__chr15	877
Vmn1r57__chr7	934
Frem2__chr3	12372
Crip3__chr17	1022
Gpx7__chr4	1217
Gucy2f__chrX	10018
4921501E09Rik__chr17	3917
Fbxo46__chr7	2964
Luc7l3__chr11	3307
Vmn1r194__chr13	892
Ccdc134__chr15	2052
Mki67__chr7	10089
Mospd1__chrX	1759
Sec14l1__chr11	5591
Kpnb1__chr11	5931
Gnat1__chr9	2217
Nadkd1__chr15	3745
Pex16__chr2	1620
Fam71f1__chr6	1594
Mphosph9__chr5	8248
Ddx43__chr9	2226
Snord96a__chr11	78
Slc12a6__chr2	6761
Phyhip__chr14	2794
Hydin__chr8	15870
Prdx5__chr19	694
Fabp4__chr3	645
Cr1l__chr1	1672
Il17b__chr18	695
Lipf__chr19	1363
Olfr635__chr7	967
Uxs1__chr1	1278
Arhgef33__chr17	3279
Hpse2__chr19	2187
Olfr513__chr7	931
Pced1b__chr15	2206
Vamp3__chr4	2120
Pstk__chr7	1135
Gm11569__chr11	871
Zfp599__chr9	3579
Chuk__chr19	3521
Golt1a__chr1	1847
Fbxo41__chr6	6576
St3gal2__chr8	4477
Uqcrc1__chr9	1669
Arhgap19__chr19	5152
Defa6__chr8	284
Ccdc121__chr1	1820
Krt23__chr11	1547
Mcm3ap__chr10	6412
Sfxn3__chr19	2977
Pex11a__chr7	882
Zbtb34__chr2	6605
A730082K24Rik__chr7	2071
Mdn1__chr4	18061
Ncf2__chr1	2611
Rpp14__chr14	2473
Insig1__chr5	2653
D6Ertd527e__chr6	2229
Casp4__chr9	1441
Gm19434__chr6	2577
Pdpk1__chr17	7174
Vmn1r119__chr7	925
Ccdc18__chr5	4686
AI414108__chr9	4860
Gm11437__chr11	1236
Olfr354__chr2	955
Pik3cd__chr4	5431
Tspan7__chrX	1782
Arhgef28__chr13	6295
Cttnbp2nl__chr3	5007
Cd300lb__chr11	2884
Morc4__chrX	4425
Notch2__chr3	10540
Fam162a__chr16	640
Tnks__chr8	6471
Olfr12__chr1	1122
Ccdc178__chr18	3358
E330033B04Rik__chr15	6713
Kif23__chr9	3448
Sbspon__chr1	2753
Omp__chr7	2090
4922502N22Rik__chr6	1153
Gm806__chr13	2555
Ngf__chr3	1191
Zp1__chr19	1937
Avpr1b__chr1	4150
Prr5__chr15	1843
Crebrf__chr17	7462
Zscan20__chr4	5380
Ick__chr9	6944
Gm766__chr6	1481
Mrps30__chr13	1595
Psmb2__chr4	853
Tmem150a__chr6	1518
Hils1__chr11	797
2610019E17Rik__chr17	297
Fam57b__chr7	3171
Vmn2r114__chr17	2577
Pgpep1__chr8	4887
Neurog1__chr13	1667
Gbp8__chr5	2469
Med11__chr11	892
Rpl36al__chr12	519
Parp6__chr9	2738
Ccdc117__chr11	3406
Mta1__chr12	2795
Usp45__chr4	6025
Prr9__chr3	1185
Vprbp__chr9	5415
Nrxn2__chr19	6683
1700025F24Rik__chr10	898
Araf__chrX	3253
Kcnab3__chr11	2551
Ccdc38__chr10	3671
Nr6a1__chr2	6320
Gm10754__chr10	1638
Chpf2__chr5	3721
Fgf8__chr19	1325
Prss57__chr10	2698
C1qtnf6__chr15	2431
Nck1__chr9	1689
Olfr633__chr7	940
1110008F13Rik__chr2	1054
Zfp142__chr1	7481
Sycn__chr7	559
Olfr952__chr9	946
Kifc5b__chr17	2638
Fam131c__chr4	1467
Comtd1__chr14	2248
Gstp2__chr19	759
Padi1__chr4	3772
Rnf187__chr11	1943
Ncbp1__chr4	3134
9230105E05Rik__chr10	2253
Fem1a__chr17	6817
Ccpg1__chr9	3643
Qsox2__chr2	2462
Myo1h__chr5	4662
Snora2b__chr15	113
Slc25a21__chr12	2778
Rmrp__chr4	276
Il23a__chr10	1363
Dok2__chr14	1722
2010010A06Rik__chr18	1208
Pkp2__chr16	2904
Reg3g__chr6	780
Morn3__chr5	932
Taok2__chr7	6903
Prop1__chr11	1003
1700093K21Rik__chr11	1453
Dlk2__chr17	1538
Rab15__chr12	3133
Khdrbs2__chr1	1368
Zcchc9__chr13	1538
Tm6sf1__chr7	2212
Pgk1__chrX	1812
Lrat__chr3	5351
Mfhas1__chr8	6411
Mgme1__chr2	2712
Mir322__chrX	96
Ffar1__chr7	904
Slc18a3__chr14	2415
Mir3109__chr9	89
Pcdhga11__chr18	4717
Nsfl1c__chr2	1363
1810013A23Rik__chr17	420
Madcam1__chr10	1425
D17Wsu92e__chr17	3817
Usp17lc__chr7	1699
Paqr8__chr1	4423
ERCC-00016	844
Fam45a__chr19	2359
Mir669a-7__chr17	65
Trh__chr6	1384
3110009E18Rik__chr1	1095
Eno3__chr11	1616
Spc25__chr2	1589
Dpysl4__chr7	2653
Zcchc4__chr5	1936
Spats2l__chr1	4060
Kel__chr6	2535
Inpp4b__chr8	4145
Zmym1__chr4	3840
Gm3404__chr5	1135
Phc3__chr3	11081
Elf1__chr14	4226
Ephb3__chr16	4161
4930513N10Rik__chr8	2807
Furin__chr7	4416
1700029M20Rik__chr4	2966
Tubgcp2__chr7	3103
Olfr1306__chr2	940
Dnajc7__chr11	2326
Hnrnpk__chr13	1994
Wdr74__chr19	1215
St6galnac3__chr3	3890
Larp4b__chr13	4706
Zfp260__chr7	3719
Defb45__chr2	390
Myf5__chr10	2086
Foxs1__chr2	1312
Ptms__chr6	1160
Cygb__chr11	2335
Abo__chr2	1785
Ush1c__chr7	3163
Srsf12__chr4	2942
Mir29b-2__chr1	82
Mrpl20__chr4	669
Epm2aip1__chr9	7248
Ubfd1__chr7	4838
Sprr2a1__chr3	7098
4933433C11Rik__chr2	1436
Polr3b__chr10	4858
Smarcc2__chr10	5057
Bre__chr5	1474
Homer3__chr8	2455
1700012L04Rik__chrX	526
Ndst1__chr18	6086
Gm6682__chr12	1344
Gm20939__chr17	2496
Lonrf1__chr8	3942
Npr2__chr4	3678
Angptl7__chr4	2067
Naa30__chr14	4602
Mir5130__chr14	85
Osbpl1a__chr18	5337
Topors__chr4	3845
Usf2__chr7	2429
Gm16793__chr8	1731
Wap__chr11	566
Rcn2__chr9	2049
Mir22hg__chr11	1769
Crygc__chr1	632
Olfr1418__chr19	958
Gprin3__chr6	3102
Krtap15__chr16	837
Dnajc24__chr2	1203
Cdc20__chr4	1794
Ccna1__chr3	1575
Ccdc85a__chr11	6623
Thoc5__chr11	2255
Mir21__chr11	93
Tmem177__chr1	3294
Rnaseh2c__chr19	650
Fam199x__chrX	8303
Itga4__chr2	9860
Nab1__chr1	5096
Pygl__chr12	2841
Sqle__chr15	2759
Slc35c2__chr2	2119
D8Ertd82e__chr8	4786
Pacrg__chr17	1360
Olfr654__chr7	1027
Scarna6__chr1	249
Pde7a__chr3	3652
Gpr21__chr2	2299
Ifna6__chr4	571
Dgkh__chr14	4192
Irgm1__chr11	2230
Stat5b__chr11	5462
Vtcn1__chr3	2628
Znhit2__chr19	1263
9430060I03Rik__chr1	1674
Gm11985__chr11	1007
Aym1__chr5	529
Olfr1322__chrX	934
Pglyrp2__chr17	2883
Lce1b__chr3	649
Barx1__chr13	1365
Papln__chr12	4403
1700007K13Rik__chr2	807
Zfp449__chrX	3743
Coch__chr12	2694
Zdhhc24__chr19	2565
Crot__chr5	2821
Gm10635__chr9	3724
Akap5__chr12	6687
Lpar3__chr3	2497
Ascc2__chr11	2625
Aip__chr19	2105
Pecam1__chr11	3320
Slc24a3__chr2	3439
Iqsec3__chr6	6854
4930563M20Rik__chr8	562
Tppp3__chr8	1028
Fndc8__chr11	2085
Fgf17__chr14	1692
B230214G05Rik__chr15	2781
Ifitm6__chr7	543
6330549D23Rik__chr3	2830
Gdnf__chr15	3512
Lce3d__chr3	562
2210417K05Rik__chr10	559
Slc2a6__chr2	2146
Psmb5__chr14	874
Defa-ps1__chr8	284
Gm21947__chr17	436
Syne4__chr7	1362
Gm4301__chr10	2745
Zc3h15__chr2	1972
Nudt18__chr14	3719
Tpk1__chr6	2571
Stac__chr9	2526
Mir188__chrX	69
Nfkbie__chr17	2427
Frmd5__chr2	4215
Dnajb8__chr6	990
A930012L18Rik__chr18	2369
Mia__chr7	571
Sap130__chr18	4036
Olfr552__chr7	955
Helz__chr11	6250
Mrpl14__chr17	598
Stpg1__chr4	2389
Dlk1__chr12	4817
Slco6b1__chr1	2490
Arsa__chr15	3500
Mir701__chr5	110
Olfr695__chr7	1204
Prg2__chr2	844
Olfr1472__chr19	946
Tk2__chr8	2410
Rdh16__chr10	3212
1700037H04Rik__chr2	1247
Msx1as__chr5	2189
Scn3a__chr2	9587
Ephb2__chr4	4794
Plcd4__chr1	3140
Dct__chr14	2271
A530046M15Rik__chr13	1543
Olfr96__chr17	943
Tysnd1__chr10	2290
Sgk3__chr1	5639
Gga1__chr15	3051
Hcst__chr7	446
Ankra2__chr13	3290
Crygd__chr1	638
Echdc1__chr10	3187
Ccdc64b__chr17	1932
Gk5__chr9	2763
Scn1b__chr7	1521
Dnph1__chr17	1110
Kdsr__chr1	5592
Tmem196__chr12	1172
Ttl__chr2	4569
Crtap__chr9	1721
Vmn2r32__chr7	2565
Snhg9__chr17	185
Cspg4__chr9	8060
Antxr2__chr5	3768
Krcc1__chr6	1753
Grtp1__chr8	1318
Olfr555__chr7	949
Gdf9__chr11	1806
Lurap1__chr4	1429
Mycl1__chr4	3498
Exosc5__chr7	1037
5430417L22Rik__chr2	3047
Abhd16a__chr17	1965
Rab6b__chr9	4742
Gm10638__chr8	1363
Peli1__chr11	3492
Gm3376__chrY	1589
4632428N05Rik__chr10	4853
Mcpt1__chr14	1033
Olfr1037__chr2	1126
Snora68__chr8	99
Dnajc5__chr2	4541
Ear4__chr14	468
Slc6a2__chr8	6087
Ctsz__chr2	1399
Ifrd2__chr9	1992
Amy2a2__chr3	11199
Olfr1324__chrX	1000
Msl3l2__chr10	2142
Syf2__chr4	1283
Prl8a6__chr13	1131
Dpep3__chr8	1691
Pde11a__chr2	2868
Dtx1__chr5	3725
P2ry4__chrX	4437
Cbx6__chr15	5454
Fkbp15__chr4	4370
Olfr70__chr4	2354
Gm16432__chr1	1671
4933409K07Rik__chr4	9112
Pick1__chr15	2198
Nat8__chr6	934
Olfr123__chr17	931
Ddx6__chr9	6079
Dscc1__chr15	1318
Vtn__chr11	1753
Fkbpl__chr17	1156
Map3k5__chr10	5423
Ano7__chr1	4043
1110059M19Rik__chrX	1111
Gprasp2__chrX	3825
Arsk__chr13	3665
0610011F06Rik__chr17	817
Pygo2__chr3	2914
Pcnx__chr12	12175
Srsf2__chr11	1906
Bcl2l15__chr3	2098
Olfr974__chr9	934
2310065F04Rik__chr11	2729
Itgal__chr7	5256
Zfp367__chr13	3495
Ptges__chr2	3650
Mpdu1__chr11	1321
Ubl5__chr9	1944
Itgb3bp__chr4	2747
C1ql2__chr1	2002
Ddx50__chr10	2522
Tnfsf11__chr14	2240
Pip5kl1__chr2	1483
Fn3k__chr11	4364
Ybx2__chr11	1573
Insig2__chr1	2961
A330032B11Rik__chr19	1922
Il20ra__chr10	2095
Nmu__chr5	827
Ap1s3__chr1	2881
Zfp866__chr8	5768
Ptpn5__chr7	3468
Stk17b__chr1	3286
Cecr2__chr6	9232
Lrrc7__chr3	5946
Sesn1__chr10	3350
Gm732__chrX	1663
Nxf3__chrX	2997
Hoxb3__chr11	3725
Smyd3__chr1	3773
Mir378__chr9	21
Art2b__chr7	873
LOC100504608__chr10	702
Mir3070a__chr12	90
Gpr137b-ps__chr13	2948
Lrrc4c__chr2	3478
Necab1__chr4	4935
Spink8__chr9	684
Rftn1__chr17	2812
Rab3a__chr8	1456
Cdh7__chr1	3365
Zkscan16__chr4	2800
Klc4__chr17	2338
Tktl1__chrX	2484
Hhip__chr8	9091
Rsc1a1__chr4	2155
Mto1__chr9	2376
Gm12253__chr11	1363
Megf10__chr18	7539
Dab1__chr4	5595
Gramd4__chr15	4467
Olfr1214__chr2	937
Stk4__chr2	5200
4930525G20Rik__chr13	2990
Kcnk12__chr17	1954
Naaa__chr5	2435
Gm8234__chr3	2001
Inhbc__chr10	1970
Fam46c__chr3	2031
Prmt2__chr10	2063
Pcx__chr19	4294
Uxt__chrX	840
Pgr15l__chrX	5384
Ipo9__chr1	6260
Sprr2k__chr3	641
Suclg1__chr6	1401
Dbi__chr1	750
Hoxa2__chr6	1777
Pcolce2__chr9	1875
Mr1__chr1	2515
Vmn2r24__chr6	2571
Ubd__chr17	939
Zbtb25__chr12	1780
Herc4__chr10	4069
Tshr__chr12	4885
Sri__chr5	2475
Hnrnpc__chr14	2853
Dcdc2a__chr13	8051
4933425H06Rik__chr6	907
Rab3d__chr9	3872
Epcam__chr17	2071
Ankrd34c__chr9	2477
Hbq1a__chr11	607
Tmco5b__chr2	1249
Tex35__chr1	907
Immt__chr6	2776
Cbx5__chr15	8993
Pydc4__chr1	2684
A230056P14Rik__chr7	1411
Il1r1__chr1	5047
S1pr2__chr9	2817
Smpdl3b__chr4	1933
Olfr747__chr14	956
Cyp2j5__chr4	3660
Pou2f2__chr7	3451
Mir1971__chr14	107
Mpp1__chrX	2470
Reg3b__chr6	765
Mir326__chr7	96
Fut11__chr14	3347
Nhp2__chr11	1008
Pot1a__chr6	3171
Nxt1__chr2	1104
Lmo1__chr7	1075
Zfp709__chr8	3979
Ear12__chr14	472
Zfp26__chr9	11417
Odf3l1__chr9	1085
Cobll1__chr2	5059
Shc2__chr10	3970
Mir195__chr11	95
Pdcd7__chr9	2460
Mir379__chr12	67
Lrfn2__chr17	3004
Gm2061__chr1	2764
Ubxn7__chr16	10329
Prox2__chr12	2687
Mir302d__chr3	67
Muc6__chr7	8202
Tmem254c__chr14	4947
Usp11__chrX	3485
Tspan32__chr7	1835
Gstz1__chr12	2119
Pdk1__chr2	5148
Sesn2__chr4	2665
Bend5__chr4	1914
Gm362__chrX	2245
Rapgef1__chr2	6374
Atp7a__chrX	8169
Prrg2__chr7	1308
Tmem47__chrX	4085
Mterfd3__chr10	1570
Mup11__chr4	921
Fcrl1__chr3	2053
Hhipl2__chr1	2745
Npff__chr15	1004
Muc5b__chr7	15012
Olfr1234__chr2	946
Fchsd1__chr18	4247
Lama4__chr10	6084
Nsmce4a__chr7	1446
4930526L06Rik__chr19	1023
Gm4890__chr8	2645
Rexo4__chr2	2289
Ceacam13__chr7	1089
Apoa4__chr9	1669
Mettl18__chr1	1460
Pold2__chr11	1621
Olfr1113__chr2	982
Olfr305__chr7	961
Sowaha__chr11	3619
Gm20822__chrY	1376
Ins1__chr19	1020
1110017D15Rik__chr4	1297
Mmp17__chr5	3499
Bmpr2__chr1	11100
Slmo1__chr18	2174
Htr7__chr19	3085
Kcnrg__chr14	1834
Zfp277__chr12	2467
Xrcc6__chr15	2126
Mir741__chrX	72
Zfp697__chr3	5167
Mir463__chrX	76
Entpd7__chr19	6063
Nat10__chr2	3885
Trim67__chr8	8818
L3mbtl3__chr10	3433
Gm1968__chr16	988
Zfp719__chr7	4997
Thumpd1__chr7	2659
Rnf24__chr2	5571
Pmch__chr10	751
Wbscr22__chr5	1529
Cyfip2__chr11	7061
Gm5069__chr1	3582
Edn1__chr13	2349
Cox8a__chr19	547
Eif2s2__chr2	2522
Ceacam20__chr7	2907
Agxt2__chr15	1839
Mir466n__chr11	85
Zfp322a__chr13	4917
Tnnc1__chr14	709
Vmn2r12__chr5	2502
Zfp867__chr11	3416
Evx2__chr2	1431
Ctrb1__chr8	894
Col9a2__chr4	2778
Cmtm6__chr9	3356
Myl12b__chr17	943
Med25__chr7	2289
B230118H07Rik__chr2	2276
Lacc1__chr14	2427
Usp21__chr1	2194
Zfand2a__chr5	3113
Fam198a__chr9	3728
Klf7__chr1	1340
Vmn2r30__chr7	2565
4930515G16Rik__chr6	467
Rnf26__chr9	2272
Ccdc163__chr4	1224
Olfr807__chr10	937
Prokr2__chr2	4536
Saal1__chr7	4711
Hist1h3i__chr13	484
Nup85__chr11	2178
Tada3__chr6	1862
Sf3b3__chr8	4325
Fam3c__chr6	2749
Sugp1__chr8	2301
Tmem97__chr11	1336
Gm16390__chrX	1083
Ccrl2__chr9	2112
Etohd2__chr13	3137
Hmga2__chr10	4181
Ppp3cb__chr14	3895
Tpgs1__chr10	1103
Gm20857__chrY	3691
Napsa__chr7	1488
Rbm3__chrX	3512
Klf2__chr8	1819
Raet1e__chr10	1281
Kank3__chr17	2645
Rock1__chr18	6220
Agfg1__chr1	3150
5430440P10Rik__chr14	1019
Sult2a2__chr7	745
Plod1__chr4	3271
Kif3c__chr12	6857
Prnd__chr2	3179
Hk3__chr13	3289
Arhgap21__chr2	6997
Insrr__chr3	5124
Ostc__chr3	1066
Gm13057__chr4	6325
Tssk4__chr14	1424
Top3a__chr11	3759
Fbln5__chr12	5904
Pias4__chr10	1679
Pcnxl2__chr8	7246
Nudcd3__chr11	3968
Bspry__chr4	1750
Lrrc66__chr5	3098
Fndc4__chr5	2277
4930465K10Rik__chr18	1263
V1rd19__chr7	919
Kdm5c__chrX	6293
Niacr1__chr5	1948
Flt3__chr5	3680
1700027F09Rik__chr5	769
Fgfr2__chr7	5365
Tex11__chrX	3625
Cacybp__chr1	2121
Trcg1__chr9	2714
2310005E17Rik__chr13	1189
Gm826__chr2	1100
Man2a2__chr7	6578
Qrfp__chr2	2865
Glb1__chr9	2369
Duox1__chr2	5300
Necab3__chr2	1823
Vps37d__chr5	1548
Sdc2__chr15	3318
Car10__chr11	3345
Arl8a__chr1	1709
Mir1195__chr16	96
Cbln2__chr18	2204
Mis18bp1__chr12	4030
Eif2ak4__chr2	5288
Zdhhc18__chr4	2855
Prss3__chr6	817
Scgb2b7__chr7	520
Gm16907__chr13	2767
S100a4__chr3	502
F11r__chr1	2492
Kcnj14__chr7	2642
Olfr69__chr7	1360
Abcc1__chr16	5966
Gm13238__chr4	775
Agl__chr3	9659
DXBay18__chrX	5734
Pabpn1l__chr8	1151
Ankrd23__chr1	1963
Dgkg__chr16	5530
BC051142__chr17	1992
2610019F03Rik__chr8	2466
Mylk3__chr8	3083
Srebf2__chr15	4589
Csk__chr9	2289
Ncoa7__chr10	5355
1700031F05Rik__chrX	1367
Defa5__chr8	423
Fcrlb__chr1	1290
Zfp41__chr15	3740
Vps13b__chr15	13433
Cd5__chr19	2080
Rpf2__chr10	1900
1810053B23Rik__chr16	2591
Alkbh6__chr7	952
Pdzd3__chr9	2192
H2-Ke6__chr17	973
Wfdc15a__chr2	469
2700060E02Rik__chr14	1518
Gstm2__chr3	1055
Pcmtd2__chr2	3516
Chchd3__chr6	1440
Zfp97__chr17	2767
Mir291a__chr7	83
Ier5__chr1	3271
Ppp4r1__chr17	3870
Fabp2__chr3	969
Snrpd2__chr7	491
Gabra2__chr5	2402
Chmp3__chr6	2598
Cks1b__chr3	760
Mapk1ip1__chr7	1526
Olfr1104__chr2	934
Ifitm1__chr7	843
Tmem219__chr7	950
Trnt1__chr6	3549
BC018242__chr9	2617
Ccz1__chr5	1784
B3gnt2__chr11	2821
Hoxa11as__chr6	1844
Cmpk2__chr12	3194
Svop__chr5	3202
Lgals2__chr15	596
Olfr6__chr7	952
Slc39a3__chr10	3464
Ptdss1__chr13	3437
Olfr934__chr9	934
Slamf1__chr1	2695
Dkkl1__chr7	908
Gm16451__chr7	1850
Mtss1__chr15	5156
Nudt4__chr10	3236
Mrpl48__chr7	1062
Gm19345__chr7	1002
Olfr315__chr11	999
2410021H03Rik__chr17	765
Tarbp2__chr15	1799
Nasp__chr4	3171
Mir698__chr4	110
Gm3494__chr14	3496
Gpx1__chr9	1049
Galnt10__chr11	4713
Bmx__chrX	3024
Mir297-1__chr14	53
Dmkn__chr7	2185
Rcc2__chr4	3780
1110038F14Rik__chr15	1095
Olfr139__chr11	949
Rag1__chr2	6671
Pogz__chr3	7659
Hoxd1__chr2	1864
Vps33a__chr5	4124
Vipr1__chr9	4915
Tgfbr3__chr5	6070
Sh3glb2__chr2	1736
Plrg1__chr3	1786
Ampd2__chr3	3668
Mir350__chr1	100
Myl6__chr10	620
Sphk1__chr11	2304
Dr1__chr5	3083
Man2a1__chr17	6100
Egr1__chr18	3074
Gm9758__chr5	1160
Sla__chr15	2895
Rps19bp1__chr15	834
Dear1__chr3	526
BC021767__chr3	2236
Fastkd1__chr2	2870
Vmn2r68__chr7	2562
Adap1__chr5	2410
Col24a1__chr3	7197
Gm4951__chr18	2651
Sltm__chr9	3804
Zfp81__chr17	2257
Slc22a13b-ps__chr9	1461
Gm5771__chr6	829
Ube2ql1__chr13	2684
2900041M22Rik__chr11	1346
Krt34__chr11	1612
Spcs3__chr8	3471
Alpi__chr1	2348
Pskh1__chr8	3249
Mepce__chr5	3170
Tpi1__chr6	1608
Gadd45a__chr6	1228
Olfr1097__chr2	1225
ERCC-00009	984
Map9__chr3	6232
Gm16998__chr10	1233
Zfp955b__chr17	3240
Hoxb8__chr11	2647
Sptlc2__chr12	3766
Slc13a3__chr2	3237
Med13l__chr5	9326
Sema3g__chr14	3702
4930547E08Rik__chr2	545
Tpcn1__chr5	4676
Cadm3__chr1	4168
A930009A15Rik__chr10	1012
Olfr814__chr10	934
9830107B12Rik__chr17	3734
Mroh2a__chr1	7569
Herpud1__chr8	1879
Rian__chr12	3600
Gabrg1__chr5	4780
1700037C18Rik__chr16	1100
Fgf3__chr7	1197
Vmn1r186__chr7	904
Ercc3__chr18	2688
Chodl__chr16	2536
A630095N17Rik__chr1	771
Anapc1__chr2	9015
Smpdl3a__chr10	1799
Slco1a1__chr6	3981
Acot4__chr12	2328
Mir219-1__chr17	111
Fads2__chr19	1520
BC030500__chr8	1608
Ugt8a__chr3	3605
Gnpda1__chr18	2307
Olfr1416__chr1	940
Gm9199__chr14	1289
Pkn2__chr3	6229
Pcdhga3__chr18	4695
Yme1l1__chr2	4590
Zbtb7b__chr3	3693
Mal2__chr15	2779
Ube2e2__chr14	1380
Nfyb__chr10	2560
Olfr745__chr14	1176
Rpf1__chr3	2621
Kdm5a__chr6	10997
Btbd17__chr11	2263
Gpihbp1__chr15	801
Cisd3__chr11	745
Dlgap4__chr2	5902
Mir5126__chr1	78
Mrpl4__chr9	1296
Xlr__chrX	1040
Snord37__chr10	54
Slc35a5__chr16	4207
Ccr6__chr17	2087
B3gat3__chr19	1589
C920009B18Rik__chr10	4518
